year,GEOID,NAME,state,county,tract,pop_total,median_hh_income,hh_total,hh_no_vehicle,disability_total,disability_with,age_65_plus,pct_65_plus,pct_no_vehicle_hh,pct_disabled,transportation_need_index_0_100,need_quintile
2024,17031611600,Census Tract 6116; Cook County; Illinois,17,31,611600,1464,81288,438,28,1464,443,144,0.0983606557377049,0.0639269406392694,0.3025956284153005,49.66,Moderate
2024,17031611700,Census Tract 6117; Cook County; Illinois,17,31,611700,1703,-666666666,800,94,1703,324,118,0.0692894891368173,0.1175,0.190252495596007,48.34,Moderate
2024,17031611800,Census Tract 6118; Cook County; Illinois,17,31,611800,1353,51875,551,127,1353,315,297,0.2195121951219512,0.2304900181488203,0.2328159645232816,75.38,Very High
2024,17031611900,Census Tract 6119; Cook County; Illinois,17,31,611900,1797,47724,537,209,1797,542,73,0.0406232609905397,0.3891992551210428,0.3016138007790762,67.66,Very High
2024,17031612000,Census Tract 6120; Cook County; Illinois,17,31,612000,1214,56667,462,122,1214,180,203,0.1672158154859967,0.264069264069264,0.1482701812191103,57.95,High
2024,17031612100,Census Tract 6121; Cook County; Illinois,17,31,612100,961,26250,398,126,961,234,201,0.2091571279916753,0.3165829145728643,0.2434963579604578,81.56,Very High
2024,17031612200,Census Tract 6122; Cook County; Illinois,17,31,612200,4038,60256,1241,70,4038,1312,232,0.0574541852402179,0.056406124093473,0.3249133234274393,51.92,Moderate
2024,17031620100,Census Tract 6201; Cook County; Illinois,17,31,620100,4814,113750,1238,73,4814,1208,506,0.1051100955546323,0.0589660743134087,0.2509347735770669,38.24,Low
2024,17031620200,Census Tract 6202; Cook County; Illinois,17,31,620200,1947,63750,758,116,1947,402,457,0.2347200821777093,0.1530343007915567,0.2064714946070878,66.03,Very High
2024,17031620300,Census Tract 6203; Cook County; Illinois,17,31,620300,6507,73804,2260,338,6507,1611,1080,0.1659751037344398,0.1495575221238938,0.2475795297372061,62.7,High
2024,17031620400,Census Tract 6204; Cook County; Illinois,17,31,620400,4633,56798,1320,142,4633,1350,625,0.134901791495791,0.1075757575757575,0.2913878696309087,63.78,Very High
2024,17031630300,Census Tract 6303; Cook County; Illinois,17,31,630300,5193,63835,1433,142,5193,1148,566,0.1089928750240708,0.099092812281926,0.2210668207202002,49.68,Moderate
2024,17031630400,Census Tract 6304; Cook County; Illinois,17,31,630400,7455,64736,1830,258,7455,2065,891,0.1195171026156941,0.140983606557377,0.2769953051643192,60.72,High
2024,17031630500,Census Tract 6305; Cook County; Illinois,17,31,630500,6026,54846,1661,195,6026,1821,565,0.0937603717225356,0.1173991571342564,0.3021905077995353,60.47,High
2024,17031630600,Census Tract 6306; Cook County; Illinois,17,31,630600,2864,61611,880,148,2864,671,376,0.1312849162011173,0.1681818181818181,0.2342877094972067,59.57,High
2024,17031630800,Census Tract 6308; Cook County; Illinois,17,31,630800,5928,75699,1825,436,5928,916,714,0.1204453441295546,0.2389041095890411,0.1545209176788124,45.97,Moderate
2024,17031630900,Census Tract 6309; Cook County; Illinois,17,31,630900,3998,52873,1469,450,3998,823,971,0.2428714357178589,0.3063308373042886,0.2058529264632316,74.32,Very High
2024,17031640100,Census Tract 6401; Cook County; Illinois,17,31,640100,1464,57411,451,33,1464,241,251,0.1714480874316939,0.073170731707317,0.1646174863387978,49.48,Moderate
2024,17031640300,Census Tract 6403; Cook County; Illinois,17,31,640300,6158,92568,2231,87,6158,1577,543,0.088177979863592,0.0389959659345584,0.256089639493342,38.18,Low
2024,17031640400,Census Tract 6404; Cook County; Illinois,17,31,640400,3306,100192,1222,73,3306,828,496,0.1500302480338778,0.0597381342062193,0.2504537205081669,46.83,Moderate
2024,17031640500,Census Tract 6405; Cook County; Illinois,17,31,640500,4091,72549,1708,142,4091,889,642,0.1569298460034221,0.0831381733021077,0.2173062820826204,52.09,Moderate
2024,17031640600,Census Tract 6406; Cook County; Illinois,17,31,640600,4042,75461,1768,152,4042,1002,531,0.1313706086095992,0.085972850678733,0.247897080653142,52.74,High
2024,17031640700,Census Tract 6407; Cook County; Illinois,17,31,640700,3080,77691,1063,33,3080,732,481,0.1561688311688311,0.0310442144873,0.2376623376623376,47.52,Moderate
2024,17031640800,Census Tract 6408; Cook County; Illinois,17,31,640800,1488,51833,580,116,1488,256,300,0.2016129032258064,0.2,0.1720430107526881,63.2,Very High
2024,17031650100,Census Tract 6501; Cook County; Illinois,17,31,650100,4283,68476,1426,429,4283,758,759,0.1772122344151296,0.3008415147265077,0.1769787532103665,59.81,High
2024,17031650200,Census Tract 6502; Cook County; Illinois,17,31,650200,6782,80335,2065,121,6754,1757,767,0.1130934827484517,0.0585956416464891,0.2601421379923008,47.33,Moderate
2024,17031650301,Census Tract 6503.01; Cook County; Illinois,17,31,650301,4696,54770,1641,240,4696,1191,570,0.1213798977853492,0.1462522851919561,0.2536201022146507,61.31,High
2024,17031650302,Census Tract 6503.02; Cook County; Illinois,17,31,650302,5242,65722,1251,34,5242,1647,554,0.1056848531095002,0.0271782573940847,0.3141930560854635,50.55,Moderate
2024,17031650400,Census Tract 6504; Cook County; Illinois,17,31,650400,6907,76500,1602,58,6907,2224,544,0.0787606775734761,0.0362047440699126,0.3219921818445055,46.24,Moderate
2024,17031650500,Census Tract 6505; Cook County; Illinois,17,31,650500,4032,65833,1502,156,4007,784,703,0.1743551587301587,0.1038615179760319,0.1956575992013975,54.67,High
2024,17031660301,Census Tract 6603.01; Cook County; Illinois,17,31,660301,1818,26538,656,313,1818,545,261,0.1435643564356435,0.4771341463414634,0.2997799779977997,81.13,Very High
2024,17031660302,Census Tract 6603.02; Cook County; Illinois,17,31,660302,4661,55430,1431,398,4661,1326,550,0.1180004290924694,0.2781271837875611,0.2844883072302081,69.0,Very High
2024,17031660400,Census Tract 6604; Cook County; Illinois,17,31,660400,4981,47804,1465,260,4981,1083,641,0.1286890182694238,0.1774744027303754,0.2174262196346115,59.69,High
2024,17031660500,Census Tract 6605; Cook County; Illinois,17,31,660500,5650,72238,1517,141,5650,1472,701,0.1240707964601769,0.092946605141727,0.2605309734513274,54.69,High
2024,17031660600,Census Tract 6606; Cook County; Illinois,17,31,660600,6533,45738,2155,666,6533,2390,592,0.0906168682075616,0.3090487238979118,0.3658349915812031,71.47,Very High
2024,17031660700,Census Tract 6607; Cook County; Illinois,17,31,660700,1561,29577,633,186,1561,195,320,0.204996796925048,0.2938388625592417,0.1249199231262011,66.13,Very High
2024,17031660800,Census Tract 6608; Cook County; Illinois,17,31,660800,5876,47248,2212,561,5876,1615,773,0.1315520762423417,0.2536166365280289,0.2748468345813478,71.08,Very High
2024,17031660900,Census Tract 6609; Cook County; Illinois,17,31,660900,5855,43137,1641,266,5855,2230,521,0.0889837745516652,0.162096282754418,0.3808710503842869,66.86,Very High
2024,17031661000,Census Tract 6610; Cook County; Illinois,17,31,661000,4954,54665,1997,456,4954,952,917,0.1851029471134437,0.2283425137706559,0.1921679450948728,64.19,Very High
2024,17031661100,Census Tract 6611; Cook County; Illinois,17,31,661100,7052,78587,1936,29,7052,1640,571,0.0809699376063528,0.0149793388429752,0.2325581395348837,34.61,Very Low
2024,17031670100,Census Tract 6701; Cook County; Illinois,17,31,670100,1031,22697,439,75,1031,183,231,0.2240543161978661,0.1708428246013667,0.1774975751697381,68.08,Very High
2024,17031670200,Census Tract 6702; Cook County; Illinois,17,31,670200,1355,56563,395,121,1355,476,139,0.1025830258302583,0.3063291139240506,0.3512915129151291,70.38,Very High
2024,17031670300,Census Tract 6703; Cook County; Illinois,17,31,670300,1204,30000,420,157,1204,233,128,0.1063122923588039,0.3738095238095238,0.1935215946843853,60.88,High
2024,17031670400,Census Tract 6704; Cook County; Illinois,17,31,670400,1746,44543,626,245,1746,400,337,0.193012600229095,0.3913738019169329,0.2290950744558992,77.63,Very High
2024,17031670500,Census Tract 6705; Cook County; Illinois,17,31,670500,1294,35188,399,58,1294,461,233,0.1800618238021638,0.1453634085213032,0.3562596599690881,79.11,Very High
2024,17031670600,Census Tract 6706; Cook County; Illinois,17,31,670600,1232,53472,375,105,1232,294,152,0.1233766233766233,0.28,0.2386363636363636,64.75,Very High
2024,17031670700,Census Tract 6707; Cook County; Illinois,17,31,670700,720,43160,239,0,720,231,127,0.1763888888888889,0.0,0.3208333333333333,62.13,High
2024,17031670800,Census Tract 6708; Cook County; Illinois,17,31,670800,1270,55850,435,110,1270,226,281,0.221259842519685,0.2528735632183908,0.1779527559055118,66.46,Very High
2024,17031670900,Census Tract 6709; Cook County; Illinois,17,31,670900,1414,30962,542,231,1414,303,298,0.2107496463932107,0.4261992619926199,0.2142857142857142,79.17,Very High
2024,17031671100,Census Tract 6711; Cook County; Illinois,17,31,671100,1037,17139,476,348,1037,333,201,0.1938283510125361,0.7310924369747899,0.3211186113789778,91.32,Very High
2024,17031671200,Census Tract 6712; Cook County; Illinois,17,31,671200,664,39815,242,82,664,229,137,0.2063253012048193,0.3388429752066115,0.3448795180722891,87.84,Very High
2024,17031671300,Census Tract 6713; Cook County; Illinois,17,31,671300,1714,38980,660,151,1714,181,438,0.2555425904317386,0.2287878787878788,0.1056009334889148,65.99,Very High
2024,17031671400,Census Tract 6714; Cook County; Illinois,17,31,671400,1516,-666666666,529,45,1513,295,398,0.262532981530343,0.0850661625708884,0.1949768671513549,67.56,Very High
2024,17031671500,Census Tract 6715; Cook County; Illinois,17,31,671500,2451,63125,806,173,2451,411,398,0.1623827009383925,0.2146401985111662,0.1676866585067319,55.44,High
2024,17031671600,Census Tract 6716; Cook County; Illinois,17,31,671600,1829,45286,706,230,1829,493,243,0.1328594860579551,0.3257790368271954,0.2695462001093494,72.97,Very High
2024,17031671800,Census Tract 6718; Cook County; Illinois,17,31,671800,1329,52535,403,109,1329,257,106,0.0797592174567344,0.2704714640198511,0.1933784800601956,52.1,Moderate
2024,17031671900,Census Tract 6719; Cook County; Illinois,17,31,671900,1541,37143,382,123,1541,455,115,0.0746268656716417,0.3219895287958115,0.2952628163530175,68.94,Very High
2024,17031672000,Census Tract 6720; Cook County; Illinois,17,31,672000,3787,43846,1170,167,3787,1263,379,0.1000792183786638,0.1427350427350427,0.3335093741748086,66.28,Very High
2024,17031680500,Census Tract 6805; Cook County; Illinois,17,31,680500,1636,46250,495,161,1636,352,221,0.1350855745721271,0.3252525252525252,0.2151589242053789,65.09,Very High
2024,17031680600,Census Tract 6806; Cook County; Illinois,17,31,680600,1205,55655,454,86,1205,356,96,0.0796680497925311,0.1894273127753304,0.2954356846473029,62.5,High
2024,17031680900,Census Tract 6809; Cook County; Illinois,17,31,680900,3954,22865,1814,976,3934,741,745,0.1884167931208902,0.538037486218302,0.1883579054397559,74.0,Very High
2024,17031681000,Census Tract 6810; Cook County; Illinois,17,31,681000,2410,30556,1134,525,2410,523,400,0.1659751037344398,0.4629629629629629,0.2170124481327801,74.7,Very High
2024,17031681100,Census Tract 6811; Cook County; Illinois,17,31,681100,2367,28827,926,277,2367,746,336,0.1419518377693282,0.2991360691144708,0.3151668779045204,78.25,Very High
2024,17031681200,Census Tract 6812; Cook County; Illinois,17,31,681200,2139,25703,911,419,2132,491,419,0.19588592800374,0.4599341383095499,0.2303001876172608,81.14,Very High
2024,17031681300,Census Tract 6813; Cook County; Illinois,17,31,681300,2014,24113,830,386,2014,395,361,0.1792452830188679,0.4650602409638554,0.1961271102284011,73.69,Very High
2024,17031681400,Census Tract 6814; Cook County; Illinois,17,31,681400,1811,50170,617,146,1811,201,541,0.2987299834345665,0.2366288492706645,0.1109884041965764,65.93,Very High
2024,17031690300,Census Tract 6903; Cook County; Illinois,17,31,690300,1709,33986,738,318,1322,380,536,0.3136337039204213,0.4308943089430894,0.2874432677760968,92.86,Very High
2024,17031690400,Census Tract 6904; Cook County; Illinois,17,31,690400,3319,44878,1507,724,3293,550,490,0.1476348297680024,0.4804246848042468,0.1670209535378074,62.85,Very High
2024,17031690500,Census Tract 6905; Cook County; Illinois,17,31,690500,704,60104,322,110,704,66,136,0.1931818181818181,0.3416149068322981,0.09375,60.21,High
2024,17031690900,Census Tract 6909; Cook County; Illinois,17,31,690900,3923,34330,1877,727,3923,469,943,0.2403772622992607,0.3873201917954182,0.1195513637522304,70.32,Very High
2024,17031691000,Census Tract 6910; Cook County; Illinois,17,31,691000,2572,77612,1243,374,2572,609,606,0.2356143079315707,0.3008849557522124,0.2367807153965785,72.54,Very High
2024,17031691100,Census Tract 6911; Cook County; Illinois,17,31,691100,2627,25614,1119,436,2627,257,443,0.1686334221545489,0.3896336014298481,0.0978302245907879,63.09,Very High
2024,17031691200,Census Tract 6912; Cook County; Illinois,17,31,691200,1878,30054,869,419,1878,504,330,0.1757188498402556,0.4821634062140391,0.268370607028754,83.84,Very High
2024,17031691300,Census Tract 6913; Cook County; Illinois,17,31,691300,2106,64940,1048,243,2106,418,456,0.2165242165242165,0.2318702290076336,0.1984805318138651,66.28,Very High
2024,17031691400,Census Tract 6914; Cook County; Illinois,17,31,691400,3323,31830,1407,650,3323,858,695,0.2091483599157388,0.4619758351101635,0.2582004213060487,85.98,Very High
2024,17031691500,Census Tract 6915; Cook County; Illinois,17,31,691500,1667,22846,893,414,1667,464,288,0.1727654469106178,0.463605823068309,0.2783443311337732,84.63,Very High
2024,17031700100,Census Tract 7001; Cook County; Illinois,17,31,700100,3380,81091,997,148,3357,736,326,0.0964497041420118,0.148445336008024,0.2192433720583854,46.1,Moderate
2024,17031700200,Census Tract 7002; Cook County; Illinois,17,31,700200,6981,82451,1850,155,6981,1896,601,0.0860908179343933,0.0837837837837837,0.2715943274602492,47.8,Moderate
2024,17031700301,Census Tract 7003.01; Cook County; Illinois,17,31,700301,6153,95654,1817,97,6153,1648,452,0.073460100763855,0.0533847000550357,0.26783682756379,39.66,Low
2024,17031700302,Census Tract 7003.02; Cook County; Illinois,17,31,700302,5587,91693,1791,88,5587,1365,897,0.1605512797565777,0.0491345616973757,0.2443171648469661,47.66,Moderate
2024,17031700401,Census Tract 7004.01; Cook County; Illinois,17,31,700401,6367,87824,1837,161,6367,1643,753,0.1182660593686194,0.0876428960261295,0.2580493167896969,48.73,Moderate
2024,17031700402,Census Tract 7004.02; Cook County; Illinois,17,31,700402,3297,87232,1163,226,3297,760,453,0.1373976342129208,0.1943250214961307,0.2305125872004852,53.86,High
2024,17031700501,Census Tract 7005.01; Cook County; Illinois,17,31,700501,6924,66300,2428,67,6639,1516,1216,0.1756210283073368,0.0275947281713344,0.2283476427172767,51.59,Moderate
2024,17031700502,Census Tract 7005.02; Cook County; Illinois,17,31,700502,3318,83125,1131,82,3102,657,806,0.24291742013261,0.0725022104332449,0.2117988394584139,56.27,High
2024,17031710100,Census Tract 7101; Cook County; Illinois,17,31,710100,940,30795,496,167,940,143,85,0.0904255319148936,0.3366935483870967,0.152127659574468,53.61,High
2024,17031710200,Census Tract 7102; Cook County; Illinois,17,31,710200,3676,37587,1659,525,3676,946,730,0.1985854189336235,0.3164556962025316,0.2573449401523395,81.37,Very High
2024,17031710300,Census Tract 7103; Cook County; Illinois,17,31,710300,1180,55536,558,165,1180,150,169,0.1432203389830508,0.2956989247311828,0.1271186440677966,53.7,High
2024,17031710400,Census Tract 7104; Cook County; Illinois,17,31,710400,5212,46727,2144,443,5212,1240,1358,0.260552570990023,0.2066231343283582,0.2379125095932463,78.85,Very High
2024,17031710500,Census Tract 7105; Cook County; Illinois,17,31,710500,4305,38456,1563,428,4305,1036,714,0.1658536585365853,0.273832373640435,0.240650406504065,73.89,Very High
2024,17031710600,Census Tract 7106; Cook County; Illinois,17,31,710600,1658,52500,924,364,1658,258,435,0.2623642943305187,0.3939393939393939,0.1556091676718938,70.83,Very High
2024,17031710700,Census Tract 7107; Cook County; Illinois,17,31,710700,2948,35946,1250,366,2948,532,654,0.2218453188602442,0.2928,0.180461329715061,71.16,Very High
2024,17031710800,Census Tract 7108; Cook County; Illinois,17,31,710800,4867,40191,1887,854,4867,1377,930,0.1910828025477707,0.4525702172760996,0.2829258269981508,85.57,Very High
2024,17031710900,Census Tract 7109; Cook County; Illinois,17,31,710900,2078,54125,685,284,2078,821,204,0.0981713185755534,0.4145985401459854,0.3950914340712223,72.9,Very High
2024,17031711000,Census Tract 7110; Cook County; Illinois,17,31,711000,3419,51010,1234,306,3419,1011,555,0.1623281661304475,0.2479740680713128,0.2957004972214098,76.19,Very High
2024,17031711100,Census Tract 7111; Cook County; Illinois,17,31,711100,2575,50139,1033,164,2575,596,371,0.1440776699029126,0.1587608906098741,0.2314563106796116,62.66,High
2024,17031711200,Census Tract 7112; Cook County; Illinois,17,31,711200,4626,62872,1667,246,4626,980,957,0.2068741893644617,0.1475704859028194,0.2118460873324686,64.56,Very High
2024,17031711300,Census Tract 7113; Cook County; Illinois,17,31,711300,1506,67478,629,118,1506,184,459,0.3047808764940239,0.1875993640699523,0.1221779548472775,60.8,High
2024,17031711400,Census Tract 7114; Cook County; Illinois,17,31,711400,2672,64615,888,99,2672,780,391,0.1463323353293413,0.1114864864864864,0.2919161676646706,63.79,Very High
